epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,2115.78,1.13902,0.87021,1.22401,0.81886,0.79104,0.84567,0.45096,1.64833,0.8606,1.56896,0.0003368,0.0003368,0.0003368
86,2140.73,1.14563,0.88851,1.23704,0.86085,0.73134,0.83258,0.44704,1.66226,0.90782,1.56645,0.000317,0.000317,0.000317
87,2165.81,1.18288,0.86063,1.21372,0.89018,0.84692,0.88544,0.45617,1.65774,0.86807,1.56905,0.0002972,0.0002972,0.0002972
88,2189.97,1.15028,0.89143,1.23859,0.81839,0.80713,0.87589,0.45641,1.6391,0.85611,1.51792,0.0002774,0.0002774,0.0002774
89,2214.76,1.0978,0.84705,1.20561,0.82691,0.78442,0.84366,0.43292,1.71336,0.87419,1.59049,0.0002576,0.0002576,0.0002576
90,2239.46,1.16705,0.88361,1.24856,0.85376,0.74627,0.8479,0.44716,1.67947,0.86418,1.55921,0.0002378,0.0002378,0.0002378
91,2265.62,1.12399,0.81701,1.2214,0.86505,0.76542,0.85336,0.44023,1.69814,0.83692,1.59773,0.000218,0.000218,0.000218
92,2290.59,1.12596,0.80932,1.2454,0.8182,0.77612,0.81369,0.45316,1.67617,0.83448,1.60137,0.0001982,0.0001982,0.0001982
93,2315.09,1.04183,0.76757,1.18913,0.87359,0.79104,0.85349,0.44337,1.65744,0.85742,1.55275,0.0001784,0.0001784,0.0001784
94,2339.93,1.04865,0.73671,1.19444,0.83439,0.82721,0.85829,0.45174,1.66225,0.84743,1.54555,0.0001586,0.0001586,0.0001586
95,2364.53,1.05088,0.7426,1.20122,0.85719,0.80597,0.85843,0.46077,1.67984,0.82309,1.55952,0.0001388,0.0001388,0.0001388
96,2390.04,1.04513,0.76421,1.19647,0.82867,0.7941,0.85606,0.45825,1.6724,0.84019,1.55151,0.000119,0.000119,0.000119
97,2414.71,1.02675,0.74628,1.20444,0.83216,0.74627,0.82338,0.45169,1.6748,0.85272,1.54272,9.92e-05,9.92e-05,9.92e-05
98,2439.5,1.02443,0.73176,1.17922,0.88816,0.76119,0.85935,0.46045,1.64444,0.84513,1.52397,7.94e-05,7.94e-05,7.94e-05
99,2464.65,0.99547,0.72929,1.1777,0.87468,0.74627,0.84025,0.45749,1.65154,0.83389,1.54,5.96e-05,5.96e-05,5.96e-05
100,2489.11,1.00611,0.72414,1.18611,0.85453,0.74627,0.83539,0.45974,1.665,0.84122,1.54583,3.98e-05,3.98e-05,3.98e-05
